,msg_id,date,name,rating,msg_review
268,chddsuhnmg9ns0vjq0fnsunsb1luyxr3rrab,6 bulan lalu,suci kristiani,4 bintang,lumayan tapi masih kurang pengelolaan seperti letak  lahan parkir   yg terlalu jauh dengan titik wisata sehingga pengunjung harus jalan kaki menanjak dan turun
269,chzdsuhnmg9ns0vjq0fnsunsm3zimmnneae,6 bulan lalu,bimo wicaksanengnoyo,4 bintang,ini musim kemarau jadi air sedikit  suasana nyaman dan sejuk
270,chzdsuhnmg9ns0vjq0fnsunschezc0nreae,6 bulan lalu,aghnia sang,5 bintang,warna airnya sesuai foto  segeer  ada beberapa kolam  kolam yg difoto cukup dalam tapi ada penyewaan ban pelampung
271,chzdsuhnmg9ns0vjq0fnsunsehzpsvnreae,6 bulan lalu,wasis ali mustofa,5 bintang,tempatnya bagus murah juga untuk masuk ke wisatanya tiket masuk k parkir k
272,chddsuhnmg9ns0vjq0fnsunsde02a19brrab,6 bulan lalu,rinta sari,5 bintang,airnya warna nya cantik  masih asri tempatnya ramai pengunjung
273,chzdsuhnmg9ns0vjq0fnsunsnuozwepbeae,6 bulan lalu,kepo su jingan,5 bintang,enak di sini nyaman
274,chzdsuhnmg9ns0vjq0fnsunsnuptn1n3eae,6 bulan lalu,siffa geonanda,5 bintang,pengalaman kesini nyesel nggak bawa baju renang aja  ternyata tempatnya sejuk dan banyak tempat untuk renang  cuma capek kalo mau keatas saja wajar jompo wkwk  kapan kesini lagi mantap
275,chzdsuhnmg9ns0vjq0fnsunsz0lxngzneae,6 bulan lalu,imankend,5 bintang,adem disini  ada warung juga
276,chddsuhnmg9ns0vjq0fnsurgdjleehb3rrab,6 bulan lalu,lutfi maulana,5 bintang,kampus baru kualitas bagus  aku bangga dengan unuyo
277,chzdsuhnmg9ns0vjq0fnsurgbl8yc09beae,6 bulan lalu,matilda indi,5 bintang,buat yg gamau ribet naik mobil tenang aja kesini naik motor juga oke kok bareng apalagi kalo rame rame  lebih seruuu
278,chzdsuhnmg9ns0vjq0fnsurgotllouxneae,6 bulan lalu,arif kang,5 bintang,berangkat dari kota wonosari getas dlingo dan sampai lokasi  jalannya cocok buat penyuka adventure  tapi tidak cocok buat pemula yang baru belajar mengendarai kendaraan
279,chzdsuhnmg9ns0vjq0fnsurgddhlakr3eae,6 bulan lalu,naufal aziz ismail,5 bintang,airnya bersih  segar    sangat dingin
280,chzdsuhnmg9ns0vjq0fnsurgmtdhwu5neae,6 bulan lalu,tulus dinastiyanto,4 bintang,suasanya ya sejuk   sayang waktu kesini lagi musim kemarau
281,chddsuhnmg9ns0vjq0fnsurgntlydhh3rrab,6 bulan lalu,zooken,5 bintang,tempat nyaman  sejuk asri parkiran luas untuk motor
282,chddsuhnmg9ns0vjq0fnsurgn2jpnzlbrrab,6 bulan lalu,031_faizah dian,5 bintang,pelayanan baik
283,chzdsuhnmg9ns0vjq0fnsurgewf1aupreae,6 bulan lalu,fazli elahi,5 bintang,salah satu tempat terbaik untuk berenang dan menikmati pemandangan terbaik
284,chzdsuhnmg9ns0vjq0fnsurgexbyr0jneae,6 bulan lalu,sahirul muklis,5 bintang,tempat berenang di alam air langsung dari gua yang di dekat tebing
285,chddsuhnmg9ns0vjq0fnsurgnlbhd3rbrrab,6 bulan lalu,endang triyani,4 bintang,pas kemarau airnya kurang bersih banyak lumutnya tp kalau pas musim ujan asik banget buat main anak itu menyenangkan sekali
286,chddsuhnmg9ns0vjq0fnsungm2zhmg9nrrab,6 bulan lalu,ve,4 bintang,mayanlah  renang sambil nikmatin suasana alam  banyak tempat buat foto juga
287,chddsuhnmg9ns0vjq0fnsungmvo2bwpnrrab,6 bulan lalu,yanto las,5 bintang,tempat nyaman dan sejuk   ada kolam renang dan fish terapi  next pengen ke sini lagi
288,chzdsuhnmg9ns0vjq0fnsungcfplwexreae,6 bulan lalu,rois amaluddin,5 bintang,walaupun air sedang surut tapi tidak mengurangi keindahan alamnya  apalagi kalo besok sudah musim penghujan
289,chddsuhnmg9ns0vjq0fnsungeutiml9nrrab,6 bulan lalu,nirmolo yekti mzyekti_96,4 bintang,musim kemarau hawanya panas gini sangat cocok healing ke ekowisata sungai mudal  udara masih sejuk airnya sejuk  bersih  semoga kedepannya kebersihan tetap terjaga
290,chzdsuhnmg9ns0vjq0fnsuq1otdprlr3eae,6 bulan lalu,latiefah mw,5 bintang,sejukkk sihhh dan cozy buat menenangkan pikiran
291,chzdsuhnmg9ns0vjq0fnsuq1x2j2luzbeae,6 bulan lalu,sunflower light,5 bintang,tiket masuk  k   parkir k ada  jalur untuk masuk ke objek wisata lewat atas dan bawah kemarin aku lewat bawah  lewat atas pernah juga  kalau lewat atas dapet view
292,chddsuhnmg9ns0vjq0fnsuq1b2vmrgdbrrab,6 bulan lalu,achmad achyar,5 bintang,ngga bakalan bosen kemari  swegeeerrrr tenan
293,chddsuhnmg9ns0vjq0fnsuroehnunnf3rrab,6 bulan lalu,candra nur seta,4 bintang,pada dasarnya menyegarkan
294,chzdsuhnmg9ns0vjq0fnsuq1cxnuqlhneae,6 bulan lalu,adis p. b.,5 bintang,itu adalah tempat terpencil yang tenang  tidak ada seorang pun di sana kecuali beberapa pekerja  berjalan sangat menyenangkan dan anda
295,chzdsuhnmg9ns0vjq0fnsuq1b3vuwkpneae,6 bulan lalu,sarip muh,3 bintang,tidak cocok utk anak kecil  sungainya dalem bgt mtr ga ada pegangan ditepi dan ada ular diair yg bikin anak saya trauma
296,chddsuhnmg9ns0vjq0fnsuq1z0ltajlbrrab,7 bulan lalu,hendri setiyo,5 bintang,pengelolaannya sudah rapih dan masih terawat dengan baik
297,chzdsuhnmg9ns0vjq0fnsum1njuybu9neae,7 bulan lalu,isa b,5 bintang,jalan lumayan naik turun tapi terbayar dengan pemandangan yg indah
298,chddsuhnmg9ns0vjq0fnsum1enzfrv9brrab,7 bulan lalu,bahron roni,4 bintang,tempat yang cocok untuk ngadem
299,chddsuhnmg9ns0vjq0fnsum1aw9hewdnrrab,7 bulan lalu,elin karlina,3 bintang,cukup menarik
300,chddsuhnmg9ns0vjq0fnsum1be5tu3bnrrab,7 bulan lalu,nicholas juan,5 bintang,murah  keren juga  sayang jauh
301,chddsuhnmg9ns0vjq0fnsuradjvhmnzbrrab,7 bulan lalu,fazdkur rossy313,4 bintang,airnya dingin untuk mandi
302,chzdsuhnmg9ns0vjq0fnsuramtlymezbeae,7 bulan lalu,bangs list,5 bintang,bersih  makanan dan minuman murah  ga jauh dr parkir motor
303,chddsuhnmg9ns0vjq0fnsuradv9qtm1brrab,7 bulan lalu,emy kusparyati,5 bintang,tempat yang bagus untuk berenang
304,chddsuhnmg9ns0vjq0fnsunvogn5mzvbrrab,7 bulan lalu,nana ayusari,4 bintang,bagus tempatnya   buat berenang oke  back to nature
305,chddsuhnmg9ns0vjq0fnsuramwvlwxpnrrab,7 bulan lalu,jhon junior,3 bintang,oke
306,chzdsuhnmg9ns0vjq0fnsuranvpqlulbeae,7 bulan lalu,chalimun chalimun,4 bintang,enak  gurih  sambalnya sambal goreng gurih
307,chzdsuhnmg9ns0vjq0fnsuraegjlavrreae,7 bulan lalu,fajardwi nugroho,5 bintang,akses mudah  tempat indah seperti difoto vidio yang lainya
308,chzdsuhnmg9ns0vjq0fnsurabvp1m1pneae,7 bulan lalu,nawanggalih citrasmi,5 bintang,beberapa kali kesini pas weekdaynyaman banget  tenang  sepi  bersih  pas weekend rame pollll  jadi lebih baik dtg pas weekday ya  airnya warna biru kadang hijau  banyak pohonnya jadi g kepanasan buat renang  airnya dingin seger  sayangnya skrg kolamnya ada ikannya lumayan gede jadi kalau berenang digigitin ikan
309,chddsuhnmg9ns0vjq0fnsurabwzlrtjrrrab,7 bulan lalu,nuna noon,5 bintang,air terjun yang indah  membersihkan  penyembuhan  air biru langit  pakai sepatu  tangga licin dan basah
310,chzdsuhnmg9ns0vjq0fnsuranlptee53eae,7 bulan lalu,ivan yudhani purnomo putera,5 bintang,saat saya datang debit air lagi berkurang dikarenakan kemarau  tp saya jamin jika musim hujan ini sangatlah bagus
311,chzdsuhnmg9ns0vjq0fnsuqybe9yrgfreae,7 bulan lalu,joker kribo,5 bintang,suka sekali
312,chddsuhnmg9ns0vjq0fnsurac2fycxrbrrab,7 bulan lalu,della hani,4 bintang,pemandangan bagus  airnya jernih buat renang  dan udaranya seger  karena jalannya menanjak lebih baik menggunakan mobil dan tidak datang di musim penghujan
313,chzdsuhnmg9ns0vjq0fnsuramfllrwr3eae,7 bulan lalu,r hardianto,5 bintang,sudah kayak rumah sendiri   nge grill  ambyuran  tiduran  foto lengkapp  masuk rb sewa ban rb pelampung rb kalo blm naik
314,chzdsuhnmg9ns0vjq0fnsurab2vltuhneae,7 bulan lalu,david hendra,2 bintang,sayang sekali seperti tak di rawat padahal tempatnya bagus sekali
315,chddsuhnmg9ns0vjq0fnsurax3fqmtdrrrab,7 bulan lalu,adjie fabian,5 bintang,sangat alami
316,chzdsuhnmg9ns0vjq0fnsuracnbiterbeae,7 bulan lalu,kartika yus,3 bintang,menyukai
317,chzdsuhnmg9ns0vjq0fnsuraahfylvvneae,7 bulan lalu,munir kusranto,5 bintang,datang pagi hari segerrr
318,chzdsuhnmg9ns0vjq0fnsuralxuyz2zreae,7 bulan lalu,24,5 bintang,tempatnya sangat asik untuk dikunjungi   terkhusus kepada couple hehe
319,chzdsuhnmg9ns0vjq0fnsuralxzhdunreae,7 bulan lalu,dendi gunawan,3 bintang,airnya bersih  kolamnya kurang nyaman sih
320,chddsuhnmg9ns0vjq0fnsuramnfyd2hnrrab,7 bulan lalu,adiningsih padu lemba,5 bintang,keren  sangat bersih dan asri  sejuk banyak tempat bagus buat kmu yang suka foto banyak sekali spot bgus  airnya jernih dan bagus sekali     lelahnya kesni karena jalan berkelok kelok terbayarkan dengan pemandangan yang indah jadi semua
321,chzdsuhnmg9ns0vjq0fnsuraaxzhx1zbeae,7 bulan lalu,erin eka citra,1 bintang,di map gak dikasih tau jam tutupnya  pas sampai sana ternyata dah ditutup  padahal jalan kesananya perjuangan banget dari jogja  terjal banget    baru sampai lokasi langsung muter balik lagi
322,chzdsuhnmg9ns0vjq0fnsuraaxjmbvd3eae,7 bulan lalu,robertus gunarto,5 bintang,airnya sejuk  alamnya segar  tempatnya asri  cocok untuk berlibur bersama keluarga dan teman  sebab pada musim kemarau panjang  debit mata airnya kecil  tapi airnya masih dingin dan segar
323,chzdsuhnmg9ns0vjq0fnsuraz3ntd0jbeae,7 bulan lalu,andri anto,5 bintang,cukup menarik dan banyak spor foto bagus
324,chzdsuhnmg9ns0vjq0fnsuradk95uefneae,7 bulan lalu,tata hadiyanto,5 bintang,tempat terbaik untuk wisata air
325,chddsuhnmg9ns0vjq0fnsurade9quhb3rrab,7 bulan lalu,muhammad noer faisal (mas joko),5 bintang,sejuk asri tenang dan saya sangat menyukainya
326,chzdsuhnmg9ns0vjq0fnsuradeldrmzreae,7 bulan lalu,cantika salma,5 bintang,udh x main kesini  tempatnya enak  sejuk dan bersihh  airnya jernih  gazebonya banyak  toiletnya juga banyak dan bersih
327,chddsuhnmg9ns0vjq0fnsuraau1pzw9nrrab,7 bulan lalu,rizang daru nafian,5 bintang,salah satu tempat main air yang paling bagus dan nyaman menurut saya  berlokasi di pegunungan kulon progo  berjarak sekitar  jam dari kota jogja  menyuguhkan pemandangan yang oke sepanjang perjalanan
328,chzdsuhnmg9ns0vjq0fnsuramellrklneae,7 bulan lalu,fadila anisa,5 bintang,gaa bosen ke mudal  padahal ya jauh dari jakal atas tapiii se cantikkk itu sungainyaa
329,chzdsuhnmg9ns0vjq0fnsuramet5rfbreae,7 bulan lalu,rizusteps,5 bintang,tempatnya memang secantik itu   tiket cuman k tarif parkir k
330,chzdsuhnmg9ns0vjq0fnsuranetlu1l3eae,7 bulan lalu,ika ratri,4 bintang,asri
331,chzdsuhnmg9ns0vjq0fnsurad015akvbeae,7 bulan lalu,aditya ari,5 bintang,satu kata  indah
332,chzdsuhnmg9ns0vjq0fnsunamzd2vkz3eae,7 bulan lalu,isman hadi,5 bintang,tempat rekreasi di wilayah kulon progo berupa mata air yang mengalir dari goa kemudian di tata menjadi air terjun dan kolam renang  kolam renang dengan kedalaman  cm   cm dan m  ticket masuk   dan parkir    tersedia juga kuliner makanan dan minuman  tutup jam  
333,chddsuhnmg9ns0vjq0fnsunacdr6rtr3rrab,8 bulan lalu,famke zweers,5 bintang,air terjun yang sangat indah
334,chzdsuhnmg9ns0vjq0fnsunanjhlmkvneae,8 bulan lalu,andi dasind,5 bintang,recomended   tinggal lebih di perhatikan lagi untuk keasrian kebersihan dan keindahannya dalam arti perawatan lokasi wisatanya
335,chzdsuhnmg9ns0vjq0fnsunandz6dfnreae,8 bulan lalu,m. syaiful zuhri,5 bintang,tempat wisata yang cocok buat keluarga   bermain air bersama   hanya perlu hati hati karena di sekitar sungai jalanan licin   ada mushola   toilet juga gampang   tapi seru dan asyik
336,chzdsuhnmg9ns0vjq0fnsunaby1hb2zbeae,8 bulan lalu,irvan santoso,5 bintang,hidden gem di wilayah kulonprogo  aksesnya bisa juga dari purworejo
337,chddsuhnmg9ns0vjq0fnsunaby1ltmprrrab,8 bulan lalu,maria michelle,5 bintang,viewnya baguss  airnya jernih dan dingin  warna air beneran agak kehijauan dan ada yang biru aqua  harga tiket masuk rb sudah bisa berenang sepuasnya dan bisa terapi ikan juga  kolam renangnya dibagi menjadi   kedalaman  m   cm   m
338,chddsuhnmg9ns0vjq0fnsunam2ztwxb3rrab,8 bulan lalu,ega krisna indra cahya,5 bintang,sungai asri banget cocok ngajak keluarga
339,chzdsuhnmg9ns0vjq0fnsunaemjptfvneae,8 bulan lalu,agus mas,5 bintang,nyaman asri enak bawa kluarga
340,chddsuhnmg9ns0vjq0fnsunaownduhh3rrab,8 bulan lalu,mang re ep,5 bintang,tempat wisata di daerah girimulyo yang menyajikan keindahan air terjun serta aliran sungai yang bertingkat dengan warna air biru kehijauan yang sangat indah disertai pemandangan alam pegunungan yang asri  kita juga dapat berenang diarea ini  airnya dingin dan sangat segar  banyak spot menarik untuk berfoto
341,chzdsuhnmg9ns0vjq0fnsunalwzhduvneae,8 bulan lalu,thora,5 bintang,air terjun yang menakjubkan dengan kolam air biru dan kolam terapi ikan
342,chzdsuhnmg9ns0vjq0fnsunangfxukhbeae,8 bulan lalu,dwi novi rahmawati,5 bintang,tempat nyaman  bersih dan juga sejuk walaupun siang hari  terdapat fasilitas kamar mandi ganti  mushola  penyewaan pelampung  dll  air bening bangettt asli  dingin seger jugaa dijamin ngga bikin kecewaa  dateng pagi pagi  jam   an masih sepi
343,chzdsuhnmg9ns0vjq0fnsunab2riefdreae,8 bulan lalu,tank abenk,4 bintang,suasana alami  airnya bersih  tiket masuk lumayan murah
344,chddsuhnmg9ns0vjq0fnsunam3vqdtvbrrab,8 bulan lalu,ahmad sharil,4 bintang,recommended buat liburan akhir pekan
345,chddsuhnmg9ns0vjq0fnsunam29xxzl3rrab,8 bulan lalu,i made suaryana,5 bintang,tempatnya asri  indah  sejuk  ada kolam untuk mandi dari yg dalam untuk orang dewasa sampai yg dangkal untuk anak anak  ada juga kolam untuk terapi ikan
346,chddsuhnmg9ns0vjq0fnsunaoxrxv3zrrrab,8 bulan lalu,wahyu wulanningtyas,5 bintang,ada tempat utk berenang ataupun berendam  sungainya bagus bgt lbh ke air terjun  jalan dr tempat parkir nanjak lewat tangga  utk tiket masuk rp  rb per org
347,chzdsuhnmg9ns0vjq0fnsunaaxjqqkpneae,8 bulan lalu,leon,5 bintang,tempat yang sungguh menakjubkan dengan air terjun sebagai latar belakangnya  tempat yang sangat dingin karena terletak di atas bukit  menyelamlah untuk berenang dan ingatlah untuk mengambil video pendek yang menampilkan penyelaman anda
348,chddsuhnmg9ns0vjq0fnsunaek5mnnbbrrab,8 bulan lalu,ozielandra ardhani,5 bintang,
349,chddsuhnmg9ns0vjq0fnsunamulxc2lbrrab,8 bulan lalu,jonatan pangestu,5 bintang,tmpt wisata terbaik airnya jernih kolamnya bersih
350,chzdsuhnmg9ns0vjq0fnsurwmzrmtvh3eae,8 bulan lalu,putri pengkolan,5 bintang,sangat alami dan segar
351,chddsuhnmg9ns0vjq0fnsurwejhxr2dnrrab,8 bulan lalu,nunika rahayu,5 bintang,baguss bgt  sejuk bgt huhu aku kesitu pas ramai bgtt karena pas weekend pdhal biasa liat di instastory temen pas lagi sepii tapi emang baguss bgt meski susah sinyal numpang wiffi gratisss
352,chzdsuhnmg9ns0vjq0fnsurwmtzhc1zneae,8 bulan lalu,fitriyana usman,5 bintang,airnya dinginnnnnnn
353,chddsuhnmg9ns0vjq0fnsurwaddlb3zrrrab,8 bulan lalu,ratih mustikasari,5 bintang,htm masuk lokasi tahun  sebesar k orang  parkir k untuk mobil  fasilitas lengkap dan terjaga  airnya seger  bening
354,chddsuhnmg9ns0vjq0fnsurwltllal9rrrab,8 bulan lalu,angin utara,5 bintang,track kendaraan menuju lokasi lumayan menantang karena jalanan yg cukup menanjak tapi aspalnya sangat mulus saat dilokasi terdapat sebuah kantong parkir yg jaraknya sedikit lumayan dari lokasi sungai dan akan digunakan apabila tempat parkir
355,chddsuhnmg9ns0vjq0fnsurwcv9unw1brrab,8 bulan lalu,rismayanda o,4 bintang,dingin pol   fasilitas lengkap   cuma berharap aja kolam buatannya yg sudah keruh tolong di bersihin soalnya dapet vibes kolam di hotel bali
356,chddsuhnmg9ns0vjq0fnsurwethtvnnnrrab,8 bulan lalu,rini tri,5 bintang,blm pernah ksini  searching lewat gmaps    ternyata dlewatin jln yg jauh masih jelek jg  pdhal ada jln yg bagus    deket  tempat naik ada kolam untuk anak jg sejuk    asri  jgn lupa bawa baju ganti kalo ksini
357,chzdsuhnmg9ns0vjq0fnsurwctq2ve9neae,8 bulan lalu,bambang hermanto,5 bintang,seru utk berenang  pemandangan indah
358,chddsuhnmg9ns0vjq0fnsurwetrta3drrrab,8 bulan lalu,irfan riandes prastya,5 bintang,tempatnya sejuk  menyenangkan  suasananya msh sangat asri  mah berasa hutannya tapi fasilitas sudah lengkap  tiket masuk juga murah  yang paling utama tempatnya bersih dan nyaman
359,chzdsuhnmg9ns0vjq0fnsurwb19qtetreae,8 bulan lalu,yefta risando,5 bintang,tempatnya asik  ada kolam dalam dan kolam anak anak  bisa main di sungainya juga  disediakan tempat duduk bangku di dekat sungai kecilnya
360,chzdsuhnmg9ns0vjq0fnsurwdzvysgz3eae,8 bulan lalu,selby intan fernanda,5 bintang,tempatnya lumayan jauh dari pusat kota jogja  harga tiket k org  dari parkiran tidak jauh dari lokasi
361,chzdsuhnmg9ns0vjq0fnsurwdmrmvmrbeae,8 bulan lalu,elisabeth yanti,5 bintang,taman sungai mudal sangatlah indah  wisata alam yang  indah  di sini ada kolam renang yang warna airnya hijau tosca   bisa berenang sepuasnya kl yang ga pandai berenang disediakan pelampung  jalan kaki naik lagi ke atas ada air terjun yang
362,chddsuhnmg9ns0vjq0fnsurlc1atc29rrrab,8 bulan lalu,anton purwadi,5 bintang,bagus
363,chddsuhnmg9ns0vjq0fnsurwdwz6wwt3rrab,8 bulan lalu,dini sartika,5 bintang,cocok banget untuk healing yang lagi menyembuhkan paru paru karna polusi di jakarta
364,chzdsuhnmg9ns0vjq0fnsurwogv2efjbeae,8 bulan lalu,luki firmansyah,5 bintang,
365,chddsuhnmg9ns0vjq0fnsurwc2zlrnrbrrab,8 bulan lalu,nira fitria,5 bintang,tiket masuk k  biaya parkir k air nya dingin bgt  tapi segar bisa terapi ikan juga  dari parkiran atas jalan dulu
366,chzdsuhnmg9ns0vjq0fnsurwc2jqvwzneae,8 bulan lalu,agus hariadi,5 bintang,eco wisata yg asri bagus utk spot foto tp syg aku gak suka foto  crewnya mantap tanggap dan sigap klo ada sesuatu yg menimpa pengunjung semua fasilitas oke
367,chzdsuhnmg9ns0vjq0fnsurwem8zcvhbeae,8 bulan lalu,muhammad hasan,5 bintang,mantap    joss pokoe untuk tempat ibadah musholanya mohon lebih layak lagi tapi mantap
368,chddsuhnmg9ns0vjq0fnsurwx3y3q25brrab,8 bulan lalu,nur asfia,5 bintang,dengan harga k udah bisa main air sepuasnya  tempatnya luas  bagus  enak banget suasananya  perginya bisa ajak temen rame rame atau bareng keluarga  disarankan parkir diatas  view nya cantik
369,chzdsuhnmg9ns0vjq0fnsurwcnrqawf3eae,8 bulan lalu,afa fajar,5 bintang,mantap renang
370,chzdsuhnmg9ns0vjq0fnsurwdxzea0tneae,9 bulan lalu,amai merpatiku,5 bintang,tempat nya sejuk makanan nya tidak terlalu mahal
371,chzdsuhnmg9ns0vjq0fnsurwc3fxclbreae,9 bulan lalu,emil jamaludin,5 bintang,dianjurkan untuk menyegarkan mata dan pikiran serta tubuh untuk berenang dengan menyenangkan
372,chddsuhnmg9ns0vjq0fnsurwdlbxotbbrrab,9 bulan lalu,nur azizah sri wulandani,5 bintang,alam nya bagus banget  dilengkapi dengan fasilitas toilet tempat wudhu mushola warung  tempat parkir nya juga teduh
373,chzdsuhnmg9ns0vjq0fnsurwael5wfjbeae,9 bulan lalu,rizki rahman,5 bintang,kesini kalo pas musim kemarau airnya ga deres  asik tempatnya   biasanya kalo menjelang dzuhur mulai rame  kalo mau pas sepi coba kesini sekitar jam    
374,chddsuhnmg9ns0vjq0fnsurwaup2bzb3rrab,9 bulan lalu,ayu dwi pnt,5 bintang,cantik
375,chddsuhnmg9ns0vjq0fnsurwb01dec1rrrab,9 bulan lalu,yosef wahyu,5 bintang,sejuk  teduh    htm  sungai mudal   ribu per orang   parkir  motor   ribu
376,chzdsuhnmg9ns0vjq0fnsurwz0p6y1preae,9 bulan lalu,ranella dheya,5 bintang,bagus  keren  indah  sejuk  cantik  bisa untuk berenang juga  untuk airnya hijau kebiruan gitu  ada warung warung juga
377,chzdsuhnmg9ns0vjq0fnsunwmv9tak9beae,9 bulan lalu,murobbi emuer,4 bintang,cocok buat renang
378,chzdsuhnmg9ns0vjq0fnsunwmthibgnbeae,9 bulan lalu,adya rizky,5 bintang,tempat ini membagikan pemandangan alam yang luar biasa  pengunjung dapat bermain air dengan bebas  air yang ada berasal dari pegunungan sehingga kesegarannya tidak diragukan lagi
379,chzdsuhnmg9ns0vjq0fnsunweddur1fbeae,9 bulan lalu,fadhilah nur amini,5 bintang,tempatnya bersih dan asri  sekarang sudah dilengkapi dengan banyak fasilitas seperti toilet  mushola  persewaan alat renang  dan parkir yang luas  serta banyak tangga pengaman
380,chddsuhnmg9ns0vjq0fnsunwml9fzf9brrab,9 bulan lalu,jb5 banyuwangi,5 bintang,jalan menuju lokasi naik turun harus orang yang berpengalaman datang kesini   tempat sangat memuaskan
381,chzdsuhnmg9ns0vjq0fnsunwnwzuelbreae,9 bulan lalu,blue creative official,5 bintang,jalan nya aduhai  kendaraan harus sehat  tempat nya asri dan air kolam nya dingin  parkir motor rb  tiket rb dewasa  anak rb  jajanan murah wis recomend bgt healing
382,chzdsuhnmg9ns0vjq0fnsunwmdzlvfh3eae,9 bulan lalu,yoyok suryanto,4 bintang,lokasi nyaman  air jernih
383,chzdsuhnmg9ns0vjq0fnsunwndh6x05reae,9 bulan lalu,joko santoso,5 bintang,bagus  keren  bersih
384,chddsuhnmg9ns0vjq0fnsunwblp5ywdrrrab,9 bulan lalu,ali musyafa,5 bintang,nyaman   tempatny bersih bebas polusi
385,chddsuhnmg9ns0vjq0fnsunwemrtmxrnrrab,9 bulan lalu,rusty adhy,5 bintang,keren tempatnya   murah tiket masuk nya
386,chddsuhnmg9ns0vjq0fnsunwemziwg9nrrab,9 bulan lalu,kapto kristianus mendrofa,5 bintang,nuansa nya syahdu banget  cocok untuk healing bareng temen
387,chddsuhnmg9ns0vjq0fnsunwamitrnlrrrab,9 bulan lalu,rama dwi prasetya,5 bintang,tempatnya nyaman wifi kenceng
388,chzdsuhnmg9ns0vjq0fnsunwdfplcexbeae,9 bulan lalu,fida prawira,5 bintang,aaa sudah x datang kesini ngga pernah mengecewakan  untuk perjalanan jalan aspal  berkelok kelok  naik turun  maklum namanya juga di atas gunung  setiap perjalanan ngga akan bosan karena pemandangan nya oke
389,chzdsuhnmg9ns0vjq0fnsunwbgrfsuzneae,9 bulan lalu,bayu pamoengkas,5 bintang,jujur agak kecewa    libur kerja hari biasa niat ke sana  perjalan jauh dr semarang emang tujuan k sana
390,chddsuhnmg9ns0vjq0fnsunwcgqzzxlbrrab,9 bulan lalu,aiko putri a,4 bintang,ekowisata alam di kulon progo yg murah meriah   tiket masuk k sewa pelampung k parkir k   makanan minuman juga murah cocok buat rekreasi bersama keluarga  ada kolam terapi ikan juga dibagian paling atas dan kolam anak    untuk yg membawa anak kecil harus ekstra di awasi karena batuan nya cukup licin
391,chddsuhnmg9ns0vjq0fnsunwagzha29brrab,9 bulan lalu,angela alfina,4 bintang,tempat wisata alami yang menyuguhkan aliran sungai jernih yang strukturnya menyerupai air terjun  tempat wisata ini menyajikan taman dengan view sungai bagi wisatawan yang tidak ingin bermain air  taman sungai mudal ini semakin menarik
392,chddsuhnmg9ns0vjq0fnsunwnlo3mjhbrrab,9 bulan lalu,nana mery,5 bintang,akses jalan bagus  beraspal smpe ke lokasi  hanya saja tidak bisa mobil berpapasan dengan mobil tapi tetap aman karna dipandu dengan tim penjaga nya dari beberapa tempat  tanjakannya lumayan curam  tapi buat tempat parkir mobil
393,chddsuhnmg9ns0vjq0fnsunwnlpiy2dnrrab,9 bulan lalu,suswidy widy,5 bintang,lokasi wisata ditutup pk    yaaa tempat nya bagus  untuk mencapai lokasi jalanny cukup menanjak
394,chzdsuhnmg9ns0vjq0fnsunwnmj6tkr3eae,9 bulan lalu,yulia editia,5 bintang,pas kesini airnya ga lg ijo banget cm airnya seger banget dingin  mgkin makanannya bs di tambah yg lain selain indomie  mungkin seperti bukan bakar dll yang cukup mengenyangkan
395,chddsuhnmg9ns0vjq0fnsunwa2u3cmtnrrab,9 bulan lalu,ola wardoyo,5 bintang,tempatnya asri dan seger banget  sgtx recommended
396,chddsuhnmg9ns0vjq0fnsunwow9ycwp3rrab,9 bulan lalu,roy mz,4 bintang,datang pas debit air sedang kecil  sehingga gagal foto efek kapas air terjun  airnya jernih    menyegarkan  tempatnya cukup bersih    resik  bagus jg kalau dipakai utk acara gathering  kolamnya kecil shg khawatir runyam kalau terlalu bnyk
397,chddsuhnmg9ns0vjq0fnsunwmxbqs3l3rrab,9 bulan lalu,rabbani kurnia,5 bintang,worth it mengunjungi tempat ini deh pokoknya    tempatnya masih asri karena kebersihannya di jaga oleh pengelola  kamu bisa berenang di kolam yang jernih  terapi ikan  ataupun sebatas berswapoto ria
398,chzdsuhnmg9ns0vjq0fnsunwlxazulr3eae,9 bulan lalu,iswuri widya pertiwi,5 bintang,tempatnya bagus   airnya sejuk
399,chddsuhnmg9ns0vjq0fnsunwmnvuywtnrrab,9 bulan lalu,afwan said,5 bintang,es coklat pass dengan variasi toping
400,chzdsuhnmg9ns0vjq0fnsunwohzmt0xbeae,9 bulan lalu,tikno,5 bintang,cocok buat rekreasi bersama keluarga  ada  kolam besar yang bisa dipakai buat berenang  satu kolam berada di dekat loket dan satu lagi berada di atas  butuh effort menaiki beberapa anak tangga untuk menuju kolam kedua
401,chzdsuhnmg9ns0vjq0fnsunwb3vmtexreae,9 bulan lalu,falih basman mubarok,5 bintang,tempat yang indah dan sejuk  cocok untuk rekreasi keluarga  hanya saja karena kondisi yang memerlukan menaiki tangga lumayan tinggi menjadikan objek wisata ini mungkin tidak cocok untuk semua kalangan  akan tetapi lelahnya akan terbayar dengan keindahan sumber air dan sejuknya air saat berendam
